batch,3rcvdvj9 - Epoch-avg,14wxldb2 - Epoch-avg,1mr08dak - Epoch-avg,q4vinlo0 - Epoch-avg,oj8q7z76 - Epoch-avg,2sezzrdx - Epoch-avg,9nrq3cnl - Epoch-avg,1n5j2rax - Epoch-avg,ulz3jb12 - Epoch-avg,1coy3mr5 - Epoch-avg,rr54n2f4 - Epoch-avg,2jqw6lu4 - Epoch-avg,363f3lmc - Epoch-avg,14bzgdj7 - Epoch-avg,2olfyl92 - Epoch-avg,k8r8hfnx - Epoch-avg,cn09x2es - Epoch-avg,mdrxxfhv - Epoch-avg,1rr22ns1 - Epoch-avg,2ruvh68i - Epoch-avg,1scdq7h1 - Epoch-avg,1hmh5gtz - Epoch-avg,3eo79fbn - Epoch-avg,12oto9ps - Epoch-avg,1os5wnh5 - Epoch-avg,1ey84ffm - Epoch-avg,2hip33eh - Epoch-avg,t3m35g3g - Epoch-avg,37r342ur - Epoch-avg,24pbctuu - Epoch-avg
183,-770.2010198,-1367.300041,-1202.538776,-113.1563654,-510.3698717,-213.6264683,-464.4658508,-194.8728537,-185.7828451,-950.4458054,-445.4435435,-374.7136348,-294.0691198,-181.4456215,-745.0745853,-312.1561007,-535.3481267,-253.3873825,-185.4901464,-380.1781669,-1180.176085,-492.2866171,-149.0607764,-263.8326705,-248.4454282,-760.9865356,-1049.547555,-132.6057341,-892.3759952,-393.713229
184,-808.5780394,-1266.863039,-711.6693161,-171.0794207,-772.2785332,-343.3610036,-176.2569089,-199.152042,-272.0810419,-744.0159296,-819.6808653,-644.9404019,-942.5302795,-166.9889771,-393.3562785,-294.7334831,-687.8235464,-189.2999479,-263.1584382,-532.3425098,-1189.248653,-429.3163039,-233.2435699,-283.9435978,-243.3673754,-868.4755922,-1059.837062,-354.1565294,-1085.589414,-566.2379622
185,-994.3504472,-1187.134784,-633.7598978,-185.4086041,-642.870337,-432.0624336,-376.7043311,-268.7304939,-194.7062781,-536.2469874,-749.6923603,-949.7836661,-366.2961534,-202.9464689,-268.877836,-302.5803281,-865.1371386,-466.3114981,-369.1900318,-367.8821653,-1022.828223,-239.3932217,-173.0842369,-286.5071084,-290.4866735,-594.1967123,-1063.403537,-447.4397778,-1294.863192,-172.4659645
186,-1033.53085,-1232.321063,-569.1797367,-202.4966977,-204.7917268,-283.3328904,-478.6674727,-169.8220275,-261.7528339,-401.872532,-933.1618565,-896.5596405,-395.1915256,-327.4475621,-515.0051382,-755.0742572,-869.8238736,-384.4418382,-223.3390383,-298.0199408,-978.4764478,-394.8058159,-280.584196,-374.544679,-389.6406088,-311.4803611,-817.3005595,-645.6920163,-1254.867055,-179.1887387
187,-606.6452231,-1323.110718,-1107.222209,-182.416366,-560.4985511,-310.3128648,-380.6450502,-375.9004452,-391.1296124,-624.7603294,-336.1388813,-543.9357076,-585.2420228,-179.1772775,-912.4221102,-217.3423995,-473.1922294,-264.992972,-154.6736179,-312.0730304,-822.7078694,-428.6312579,-386.2567581,-596.5631676,-344.1457066,-473.7152921,-726.6620125,-212.6179019,-1253.235708,-332.718688
188,-1016.918119,-1213.137852,-767.0694786,-369.4927016,-453.7706908,-394.0455469,-281.5655447,-240.447774,-555.8768035,-440.1484384,-491.7448564,-404.1962497,-366.3036616,-244.5433368,-637.8842194,-244.5057078,-447.1234834,-226.5891006,-447.9031076,-317.8122098,-762.5562114,-205.2285259,-239.5543143,-605.9826272,-371.0263233,-537.0007877,-712.0637601,-296.0354604,-1340.819234,-434.9132658
189,-905.6774085,-1109.308977,-952.366826,-135.4417889,-371.9442883,-271.4910763,-232.7476664,-189.4798812,-283.6250375,-370.8443849,-1007.158227,-530.7363471,-569.823545,-130.1883973,-392.172035,-232.7295376,-570.2749825,-399.6027444,-226.6217295,-381.0924201,-849.0179823,-82.11737953,-233.9579427,-257.7642384,-318.5312532,-574.7475713,-821.3150395,-617.4510429,-1347.975405,-242.7337976
190,-833.4989058,-1026.849133,-841.7653235,-93.96858672,-178.9372223,-320.2569619,-231.3042971,-314.7788497,-264.0410585,-224.6584741,-1069.441722,-614.258293,-289.7518196,-276.6452884,-543.3209644,-367.9085219,-592.8646954,-398.582364,-329.3911098,-581.7917742,-1047.14025,-224.8441439,-205.3027327,-553.7893202,-211.0791396,-689.4105262,-791.6160398,-364.3094399,-1375.56347,-388.446139
191,-781.5162701,-1053.074945,-874.5318542,-161.2264448,-295.8720192,-526.6930556,-251.4299106,-178.1825741,-253.4035362,-210.3674115,-710.6485237,-521.9955741,-619.2068121,-349.5291291,-374.3356747,-432.0258737,-661.1379199,-198.6663263,-208.2642642,-1172.86096,-969.4970376,-942.0118324,-252.538675,-336.3710229,-559.1539635,-614.4445712,-838.8031303,-1070.648721,-1308.476722,-525.3078572
192,-907.6310988,-1105.504041,-688.8260644,-281.3694921,-413.259415,-641.8079503,-304.2964367,-158.2181144,-274.1096738,-295.9202373,-384.9263899,-412.0383035,-277.2633728,-431.0274807,-565.9489996,-490.2353116,-587.151736,-707.3756138,-218.7130164,-1198.155269,-967.7295327,-661.7399128,-142.3086657,-174.2349064,-389.2284784,-673.9169259,-893.3873164,-646.1334952,-1333.453429,-195.9112762
193,-974.2155583,-970.9039268,-753.2575419,-173.6264989,-464.6183097,-196.0995192,-414.5843863,-224.8639846,-213.3766353,-325.3806864,-582.1980435,-465.0004065,-356.2375368,-381.3353014,-562.2928111,-537.1670768,-706.2393153,-674.9270081,-174.1219708,-1084.536677,-760.7378744,-446.7436943,-226.7134367,-343.4348358,-347.6890499,-713.3126366,-970.2547609,-757.3145434,-1293.693564,-469.1841983
194,-893.2373691,-998.7272353,-1231.909776,-298.3805862,-186.5535268,-351.6745579,-264.9693844,-287.0055642,-209.7302286,-307.7074527,-708.5939039,-241.5576164,-402.9748424,-296.5755628,-507.1698234,-335.8148272,-848.8376473,-617.3019255,-358.0642743,-1019.641091,-539.910208,-465.137027,-272.1249226,-329.8951526,-383.4274292,-728.6774535,-983.4067321,-657.6081843,-1233.563185,-357.0476892
195,-991.7532224,-915.8802678,-942.9585335,-239.7399413,-319.2821043,-336.4363849,-288.806695,-323.9760236,-257.5790297,-410.6500197,-653.9500085,-305.1660426,-286.8837841,-269.0176101,-333.0728185,-430.3227123,-903.8389017,-556.1499087,-234.3352386,-787.3974442,-1034.055358,-367.8530796,-233.5542514,-250.2633787,-582.2440891,-679.5685668,-813.3953914,-399.5123669,-1397.847743,-223.8774978
196,-973.2304159,-809.4694315,-1060.282619,-237.9756622,-177.1476084,-630.9205606,-916.3452117,-163.2540127,-386.9710786,-619.0285534,-114.6063855,-256.8640137,-454.8410322,-198.3488736,-365.5217215,-256.1516342,-860.2730383,-301.5442365,-311.2885221,-740.8516568,-1058.173353,-284.976342,-227.1958882,-192.4856847,-725.9470845,-709.6510142,-816.8462506,-572.7625832,-1260.205523,-223.000513
197,-862.5327331,-848.4734832,-720.5019372,-200.1634257,-178.3251175,-683.2770913,-820.8380707,-205.266518,-293.2527153,-627.8189064,-638.6242819,-295.9034465,-373.6842941,-244.332628,-371.1507982,-375.4071555,-1015.758287,-444.784521,-272.1982887,-262.9996559,-635.3340065,-520.1055009,-328.1845355,-497.4648291,-598.0575079,-754.8411009,-661.8362952,-198.3690532,-1303.101009,-248.6994974
198,-1058.416071,-749.7081559,-550.8579148,-170.9887717,-270.7575635,-509.0416847,-615.9123076,-382.7821053,-273.3614267,-641.7018289,-620.8522241,-646.1115954,-372.2316105,-195.7444527,-471.5299839,-622.7029592,-1018.903207,-382.1429989,-252.1822592,-361.8154504,-779.4691957,-586.6767241,-208.3356667,-570.6571662,-479.1065167,-647.8253732,-529.9107493,-352.4054689,-1538.852649,-257.6225865
199,-1055.955887,-669.9386335,-453.3969769,-302.4662731,-279.2226044,-528.0312603,-488.3898412,-371.9223721,-322.3773063,-936.2964556,-689.2796046,-467.8665866,-264.1309152,-509.0723793,-669.6403034,-260.1560693,-999.0408022,-318.1409057,-512.6254472,-364.1651929,-1075.935227,-463.7726569,-369.1018218,-280.1687058,-508.263055,-761.9289059,-620.268462,-112.0276014,-1339.519124,-203.1970001
200,-1047.432368,-801.8019379,-658.1124703,-657.3821171,-334.6630085,-563.2638321,-188.0329843,-142.4718836,-312.679484,-946.6595043,-965.0405912,-697.3677655,-444.5177352,-306.6932752,-647.3781965,-214.4892283,-1062.927064,-437.1948232,-256.8354161,-580.3524221,-393.4219794,-917.9247896,-241.1629921,-256.791987,-376.3447512,-977.6220146,-732.1164704,-346.1760101,-1492.304128,-282.260278
201,-1092.824145,-722.1397803,-553.7692454,-709.0217183,-443.8576632,-318.9893828,-331.9216459,-285.79968,-334.2464988,-846.9963972,-340.5042545,-386.8833661,-311.4383622,-163.8472581,-978.7929466,-377.4168419,-946.5416538,-622.7475643,-382.58504,-400.592209,-658.2657915,-323.0063038,-145.8988501,-428.3373326,-882.143011,-1135.758943,-768.0994217,-333.4494923,-1393.972142,-239.8957807
202,-1034.325966,-839.9449796,-813.8925947,-379.1209493,-583.575384,-577.9637643,-222.9961327,-340.9032174,-281.120132,-808.1332215,-1129.927022,-714.7741607,-372.9787907,-310.6669238,-883.0750953,-132.6954298,-1050.760694,-361.2264486,-513.5465489,-285.1413801,-765.8048794,-1329.755264,-253.7737348,-310.1797045,-246.2516479,-1197.102149,-918.0508985,-371.026339,-1321.979845,-435.014703
203,-1136.362579,-826.1717954,-788.8533745,-887.187774,-314.8551308,-451.8701079,-183.6765203,-615.2390937,-480.7988833,-1113.523151,-662.9683525,-224.1873587,-279.6951358,-248.7874476,-667.5407331,-319.8261943,-1116.330801,-365.7109392,-210.4446376,-216.2219103,-1095.547872,-498.2739408,-279.6922529,-289.9621853,-375.1357644,-1163.256465,-987.5842068,-109.5580701,-1424.971071,-341.7179974
204,-1127.910111,-788.8720406,-686.516813,-497.7902291,-385.8879038,-626.886749,-97.86938063,-499.5418072,-564.4363765,-1390.024468,-394.8529489,-196.6259697,-361.1956552,-425.0122279,-466.7812543,-209.7530142,-997.6552994,-280.1640816,-472.1125233,-279.1974184,-755.2319755,-796.0814173,-361.278746,-212.9548807,-416.4129667,-1099.488637,-1032.011903,-175.4731174,-1341.17974,-408.6966198
205,-1062.557206,-754.8585684,-610.1555909,-404.6513065,-243.7195801,-431.0372074,-209.9408724,-311.3035327,-426.0038043,-1267.87545,-474.8884889,-210.7710346,-373.6930805,-388.025064,-472.6678864,-261.9739404,-968.926048,-365.2814233,-570.0885285,-401.172508,-416.0741775,-1146.606952,-211.9125366,-203.108701,-509.1811796,-1130.763937,-1107.689406,-208.9626768,-1360.421146,-95.00445294
206,-999.6091907,-825.6584151,-788.7762335,-668.6033761,-260.8602195,-547.8631972,-142.2303671,-575.3197377,-195.8243504,-1380.775492,-253.914694,-180.6522727,-353.7784551,-664.4172911,-295.8769267,-348.945189,-724.631529,-310.3441665,-570.0207337,-345.5448867,-995.8446194,-1027.00985,-434.5222131,-209.0006773,-545.3698716,-1197.809762,-1065.95658,-215.1900677,-1183.305506,-399.2303902
207,-1282.61229,-871.0363793,-1124.433897,-441.2864621,-370.5102994,-417.1834657,-341.7859756,-473.2646432,-384.995663,-1309.499461,-226.8481196,-559.008561,-474.9954945,-269.635921,-227.9862334,-391.3555058,-903.5762476,-368.9988771,-368.9287672,-771.7175516,-330.4187816,-1128.19334,-464.2943565,-206.6889042,-382.414255,-790.4811847,-1146.561653,-269.0160388,-1359.766445,-406.5169358
208,-837.6286304,-859.8281432,-1050.908105,-253.6786825,-576.7348267,-968.9641322,-427.9199793,-590.9464884,-347.6974183,-1274.63345,-344.0518326,-279.6094914,-704.815679,-530.4459582,-235.220738,-450.1171953,-902.1858346,-166.3803453,-316.9959449,-841.8002728,-689.0003897,-871.809893,-587.5299041,-262.1168196,-380.3966148,-692.8575335,-1179.599476,-314.0802562,-1388.278603,-286.9570206
209,-1456.882673,-860.1589102,-1031.467616,-188.9111433,-354.0069323,-184.5384937,-463.1747566,-339.3171824,-420.122935,-1465.229205,-329.2047878,-345.6260753,-870.2417955,-272.609483,-218.2937974,-284.5753852,-701.5424549,-231.4409278,-511.6033414,-443.7024488,-786.1234627,-709.2466067,-285.8031559,-128.8912378,-716.4818473,-706.8126106,-1263.612307,-303.516762,-1322.234186,-126.2006358
210,-1188.974686,-762.1686798,-851.242426,-231.2716236,-850.7238061,-220.1317618,-281.04759,-557.9661638,-288.8115516,-1166.974719,-246.1643501,-377.4464849,-799.5273455,-502.3220761,-202.3409132,-348.0405523,-714.0303657,-200.3636241,-316.2618914,-425.0120316,-639.2127151,-1178.368849,-371.059656,-358.7199772,-305.3980428,-709.7328006,-1189.874312,-486.1772572,-1376.164083,-138.8071365
211,-1317.201053,-930.2856524,-468.8372606,-148.0269663,-803.643652,-261.3911608,-782.2690985,-147.4213693,-270.7752033,-1331.274551,-243.2058238,-450.6217459,-576.5233506,-310.4027293,-281.0044565,-522.611937,-792.3618359,-258.2488631,-295.7435232,-606.5165783,-600.8577753,-664.6645573,-325.3816679,-281.4244482,-394.1109851,-707.6101669,-1194.365403,-510.2701907,-1367.980793,-267.7486862
212,-952.1967426,-942.8729568,-720.5498433,-515.9536128,-586.5188599,-161.8423486,-234.1210598,-133.109313,-195.0879829,-1222.210562,-315.5695447,-246.6389139,-1033.048515,-494.4621732,-354.545946,-520.7493618,-803.6104516,-969.6654351,-372.3062187,-557.9328338,-642.6734781,-1149.367734,-252.3773646,-525.9126309,-392.0890421,-686.4353303,-1259.094005,-688.830086,-1265.06943,-299.751075
213,-1139.41434,-906.1230469,-545.2927573,-421.2365372,-788.5042073,-684.2907502,-282.515964,-253.6225573,-278.1578583,-1379.267717,-220.1047044,-282.8197817,-577.4726466,-174.7018014,-386.9547955,-565.3646372,-708.2235121,-585.6177999,-379.5292577,-916.2041998,-583.9607812,-1033.164125,-237.7246642,-311.6335592,-834.3508097,-656.8583825,-1252.943185,-715.9826071,-1309.80257,-411.7598206
214,-1083.956549,-842.8184608,-905.7754013,-173.3482423,-829.0932185,-312.4975516,-212.6431492,-337.4842727,-190.01742,-1238.339127,-720.8294836,-670.2584685,-671.4462984,-260.4818849,-429.8146797,-398.2087452,-692.8551305,-706.5968878,-274.8934956,-686.492358,-755.6213001,-1435.756292,-173.9807608,-308.122283,-307.0999662,-812.895702,-1193.736352,-706.7204222,-1416.729561,-635.6617674
215,-1275.565616,-806.1410397,-1073.222333,-241.8806732,-347.6932412,-220.5393324,-321.5777374,-167.2711194,-225.2929529,-1231.035869,-789.1413227,-381.8760202,-296.2555036,-294.1160622,-956.7500474,-427.2150728,-834.5996048,-246.4256901,-238.6269816,-574.4586687,-512.429354,-966.0078405,-435.8551084,-157.0579307,-652.9617469,-878.4804234,-1183.06764,-755.0178893,-1292.189057,-437.2143944
216,-1146.132507,-917.6647054,-1053.379057,-408.8679992,-522.1636337,-376.6140893,-398.2741423,-369.1853592,-159.918462,-914.2057752,-458.6390966,-225.1744732,-370.6452742,-233.6147213,-992.5808122,-624.7942906,-779.3826866,-257.4675547,-206.9445143,-374.2964733,-352.4884358,-1094.439004,-331.4368715,-313.231706,-326.1045876,-836.545427,-1214.456325,-594.1601653,-1386.33992,-531.3130882
217,-1360.180673,-951.7436058,-914.1015049,-339.5930833,-614.948012,-299.4978224,-219.7745138,-180.2070501,-261.99276,-1272.159618,-230.1939598,-230.6639862,-521.5114257,-181.9703357,-808.3116963,-643.4671091,-824.6001874,-667.7443041,-242.3472511,-617.3252471,-432.2960192,-847.8226135,-350.3406791,-619.0924282,-366.2131177,-849.6064558,-1206.664308,-343.3571204,-1302.913114,-487.7008321
218,-1361.192762,-1035.889123,-834.8945799,-347.2621289,-647.7409594,-213.1617333,-569.5829022,-222.630481,-539.8191497,-1043.783699,-283.3854171,-148.3286646,-321.6451547,-306.2704293,-459.0999577,-323.2030693,-919.3169333,-506.9579714,-368.062005,-941.4816033,-301.1892777,-1217.36802,-621.8083308,-371.2400441,-222.2089395,-822.6484845,-1102.977422,-338.176152,-1460.74734,-589.9431073
219,-1032.529478,-945.064918,-1266.567168,-239.4771264,-1269.376483,-233.6153789,-589.2150636,-165.5433152,-572.0179268,-1202.735988,-567.0688699,-225.9939562,-454.9501234,-429.2172792,-185.1316886,-380.5693739,-803.9895423,-261.3429568,-250.9599145,-925.8039342,-476.4181291,-466.8602586,-429.6416709,-290.9008175,-237.6272235,-795.617882,-1103.791493,-581.2007395,-1419.461198,-292.9367195
220,-1145.522551,-891.1443254,-1099.873579,-437.3553758,-408.3526089,-263.8204007,-508.9357091,-210.2874769,-193.4878279,-1308.096032,-529.2245292,-259.720888,-508.8737054,-191.9532916,-553.3854645,-553.7961263,-671.9242878,-350.8168753,-128.8123035,-969.2825276,-440.7371819,-858.6525923,-290.9390514,-367.5749177,-252.5000293,-768.1869857,-1214.89041,-322.2684056,-1248.532092,-267.1456071
221,-1201.616034,-821.1566784,-1115.483806,-255.0326774,-493.7502928,-408.0691548,-562.2045122,-147.4433953,-258.2723665,-1281.847503,-466.1734174,-333.4365703,-528.4052633,-258.20959,-276.2949544,-602.1476979,-661.0042019,-361.1111779,-257.3662824,-1231.167854,-433.9992992,-521.9804944,-248.2001728,-211.8144344,-260.7536935,-686.3692027,-1208.299223,-363.4466521,-1395.487914,-437.3156999
222,-970.2928441,-925.4058767,-920.4502334,-141.2785747,-768.7573888,-393.3628702,-533.1920807,-245.8263977,-504.4850524,-1279.893114,-415.9979652,-240.9135027,-437.1146285,-202.5112985,-324.7511964,-479.7422457,-785.7248484,-369.1221425,-218.5627421,-1191.094384,-308.8834717,-1086.340536,-508.9924297,-296.6489959,-440.8258036,-755.8919591,-1148.934175,-391.4424265,-1381.102171,-362.0548823
223,-1060.172994,-1005.04627,-990.3324729,-110.0681207,-551.5170314,-290.2356573,-1014.639787,-278.6282503,-478.5207643,-1219.581817,-270.1872223,-534.7203931,-617.5271962,-263.4486468,-347.8286713,-435.5586496,-855.6942856,-912.6086227,-691.2301538,-1067.989403,-720.3114739,-977.6268169,-715.9780065,-238.0257774,-353.0213182,-852.0941524,-1204.732263,-457.7918675,-1343.460565,-399.9221623
224,-1091.387099,-1011.203511,-788.2438192,-336.7199304,-177.5948331,-389.8999916,-1003.445213,-461.2618395,-685.0111481,-1097.798221,-254.6236428,-248.7619443,-1069.972642,-412.9567672,-894.0573478,-591.7896969,-966.9453421,-1021.571594,-610.6194607,-1240.193169,-569.5784559,-379.1322219,-851.9953104,-243.312031,-490.1796986,-765.3881029,-1307.362034,-484.5431001,-1440.5239,-511.9319313
225,-1129.393473,-1252.691566,-761.7058171,-307.9612284,-565.4761977,-379.4949215,-508.9217386,-205.0512294,-519.8749865,-1260.759765,-387.6363652,-363.7626902,-855.764372,-378.8516832,-854.4261138,-288.8242376,-985.2797957,-549.3173145,-174.4314277,-822.1336215,-724.5245405,-890.3867888,-614.7849477,-351.611021,-439.3706399,-708.8186279,-1335.871656,-367.3241859,-1312.418985,-219.528057
226,-1128.280755,-1231.5995,-352.1871591,-206.4205736,-649.7307695,-465.779929,-679.7016022,-883.2623341,-444.2936195,-1153.428089,-313.2952414,-243.9442059,-577.1306481,-658.7312612,-321.8327447,-424.3142037,-1018.039402,-1080.557639,-232.8337021,-904.5959188,-476.2909897,-765.7348821,-650.8599728,-408.6347322,-471.0226444,-766.5638506,-1319.058427,-388.6766825,-1373.383068,-623.9455408
227,-1186.589337,-1225.952892,-641.8930501,-194.0482214,-799.2724396,-433.6368814,-296.0628152,-556.2977534,-465.3306134,-1103.453496,-366.2960329,-638.0709994,-1056.671744,-440.8281046,-235.8955333,-349.2290221,-1173.786734,-778.4342127,-289.7601954,-1128.324531,-643.2442074,-1273.819458,-718.0763767,-486.7517566,-416.6624977,-757.3156933,-1360.567697,-467.3388119,-1370.083246,-699.5414177
228,-1257.347381,-1207.831004,-602.2658049,-242.8111427,-1148.870636,-415.625885,-458.1739056,-220.8923774,-360.0023152,-1243.604393,-567.1122149,-269.3520823,-917.033385,-627.8231705,-344.6498546,-454.6849617,-1285.705789,-1063.019939,-335.2823427,-1072.103883,-800.941235,-1125.240711,-1033.345401,-191.3825258,-503.7680437,-689.7309527,-1344.044464,-498.9065722,-1344.728417,-727.9581005
229,-1219.271806,-1329.476838,-784.2836974,-466.0061369,-1278.245657,-473.3308774,-664.4183127,-375.7027901,-329.8895532,-1201.738541,-345.3377819,-282.0297913,-632.1192674,-268.3733795,-548.2379327,-354.8550604,-1155.221807,-742.6969284,-170.32555,-972.9987026,-975.7718582,-749.6189008,-650.0244827,-299.3485536,-300.9490208,-777.971695,-1399.195856,-503.8783396,-1210.734068,-515.3741357
230,-1329.245654,-1334.626856,-373.9058348,-582.0771503,-1232.23757,-445.2962288,-275.0772648,-225.050976,-389.3162128,-1144.991706,-439.9491094,-344.4728966,-730.2814604,-284.0486814,-451.6383457,-563.695219,-1128.533306,-603.3183154,-262.5176983,-1177.357521,-570.3958123,-1310.08691,-637.0212547,-205.1175022,-568.7246143,-773.4551698,-1424.602452,-564.2325246,-1398.887186,-426.2689642
231,-1250.011704,-1301.437491,-304.4109963,-233.9000987,-795.0777991,-590.2756385,-340.0936494,-252.4860962,-353.8620524,-1186.947587,-962.874915,-479.6915767,-437.6371416,-166.0384749,-556.9817938,-694.0883977,-962.5316491,-1062.78845,-299.8564826,-814.9352253,-503.0414906,-974.4984062,-372.2103293,-254.5462501,-651.9706489,-745.4188385,-1530.42847,-710.4408592,-1120.337034,-267.2946935
232,-1167.813362,-1352.184679,-730.4555213,-212.28597,-920.3761303,-573.1337747,-182.2822363,-195.6296122,-611.0464524,-1273.998744,-990.9674873,-376.0426415,-446.2645583,-182.6564733,-581.772241,-629.7161979,-922.1254966,-853.395997,-390.5751346,-1237.175634,-351.1919208,-1105.955194,-516.4277158,-263.4368866,-1132.831269,-763.9165418,-1597.413077,-698.7634489,-1434.360417,-289.4156599
233,-1172.683136,-1315.610053,-635.9516425,-199.6070642,-1219.293064,-529.7975065,-248.8078475,-144.5682849,-318.1733397,-1194.121811,-728.6565502,-362.4135097,-269.720396,-290.4283974,-911.7621629,-366.8473438,-989.737762,-587.7396631,-661.8981301,-652.8505578,-667.3831444,-1247.916733,-536.7655583,-161.7770715,-1205.1673,-696.9885004,-1557.800134,-458.5916219,-1236.15755,-231.1360124
234,-1264.701573,-1275.380937,-459.6500542,-192.9309867,-880.7526115,-435.5527693,-361.9901876,-199.0055949,-274.0216223,-1105.885644,-394.0402438,-392.8355977,-382.6485912,-285.9860976,-804.5989215,-770.8152812,-1118.43019,-760.3517933,-795.9300766,-1024.346984,-681.2954481,-1330.740604,-429.4138911,-436.7203041,-1144.677794,-761.2201743,-1589.890151,-944.5727314,-1343.2847,-249.5377257
235,-1289.299976,-1242.629272,-747.3704732,-549.073011,-1035.503538,-243.0064766,-207.7371626,-263.4421651,-251.4080369,-1007.755484,-261.7210317,-366.6203729,-281.2110048,-254.0171996,-492.1976467,-419.059508,-861.8356175,-400.6912447,-436.8688058,-903.5778797,-535.1217205,-1041.178659,-679.776177,-366.6783193,-1356.346439,-731.2255852,-1554.098257,-934.3612344,-1420.666543,-331.6423871
236,-1292.135018,-1283.261771,-792.8807239,-591.3977465,-1125.860749,-413.1566387,-718.5429866,-227.2953739,-666.8868609,-950.6581771,-249.9127974,-285.9972383,-457.8682813,-247.5139909,-645.2115495,-617.3102749,-735.3432389,-211.2075577,-482.6894302,-1006.598604,-773.0265258,-872.1249464,-604.7122725,-364.3575321,-1330.771916,-907.0838589,-1554.254745,-1250.325793,-1353.65472,-437.3941039
237,-1292.580793,-1176.910031,-292.8922061,-141.4299596,-824.493683,-561.5255116,-513.5323649,-129.1943237,-349.5160868,-1061.767892,-269.3459705,-422.6901033,-317.1757272,-414.014499,-591.4220392,-428.9153886,-1264.545451,-277.7083382,-453.0172303,-1191.3005,-698.9990989,-670.7395505,-821.1526928,-483.1947372,-1152.066283,-860.1360735,-1577.866878,-1287.848565,-1401.107382,-344.7281622
238,-1175.268539,-920.1285652,-496.4977846,-203.8676837,-954.4587008,-465.9875743,-456.0147562,-355.2337767,-364.2291309,-941.6555205,-356.2402822,-434.3083908,-638.8454458,-206.3111918,-649.7626833,-310.3550631,-795.8905672,-311.9596442,-680.2469068,-694.841565,-176.9651026,-886.1438386,-717.8548438,-465.0830114,-798.1070161,-935.4431046,-1583.056241,-1156.190329,-1305.785748,-266.1588211
239,-1305.326889,-989.2414236,-722.0624554,-491.1355107,-935.5132883,-181.546674,-381.8664689,-443.8179349,-262.1289516,-868.3713962,-402.9131783,-453.0234551,-1043.184424,-787.8676962,-747.1109467,-356.4560001,-1165.015258,-266.3931978,-459.3094699,-725.9801804,-292.8752791,-867.5038466,-581.0648726,-234.4160855,-681.8046972,-913.5647171,-1575.342441,-995.9012576,-1276.179337,-311.3116252
240,-1369.093441,-989.5305565,-427.2498224,-203.1080979,-896.7164862,-295.5662349,-242.545721,-672.4483912,-249.2811659,-826.8401229,-563.1101916,-254.5692814,-857.7790773,-331.8429198,-1099.55534,-582.2961249,-1199.677249,-238.3331981,-574.9340327,-757.1108817,-200.1737055,-921.2249392,-592.4657914,-172.6215846,-599.2748809,-911.2544965,-1571.89313,-1122.246035,-1315.226996,-421.3532198
241,-1350.868007,-811.1525396,-356.733619,-414.4477917,-270.45228,-277.2405227,-430.715704,-632.6356628,-304.1614237,-894.9030385,-493.7102142,-290.5834961,-601.8822745,-341.4742274,-975.4824381,-512.7468804,-1075.648397,-466.2458898,-575.9630621,-972.2310481,-256.8767848,-845.7164409,-349.0743685,-264.1003115,-641.5249282,-1017.680678,-1553.561623,-1215.467323,-1233.915103,-286.8860885
242,-1230.136013,-969.6265537,-428.5335959,-423.5361405,-786.5499225,-381.8330387,-224.7592652,-235.8080156,-524.8080036,-855.3106224,-436.5482839,-406.2621696,-511.9461496,-388.2817211,-357.603223,-532.2721505,-1312.756188,-642.630451,-670.9365734,-595.7145754,-221.0256968,-794.8259462,-362.1828615,-233.6901819,-332.9997837,-942.8805049,-1564.837142,-1234.852634,-1094.354567,-374.6718595
243,-1179.155371,-991.2988093,-539.0909608,-380.5521785,-759.0641791,-304.3346555,-311.7188766,-142.8698734,-368.5646409,-896.7427849,-310.3692518,-343.2316995,-569.9629172,-425.2762242,-483.0538495,-571.9715666,-923.4749157,-1010.724797,-340.3806749,-901.5204484,-246.9303803,-698.701971,-490.1810822,-182.4850534,-636.4415498,-912.621488,-1581.099073,-1153.95744,-699.5296756,-420.1349101
244,-1379.472219,-941.6236026,-582.4831477,-264.3700292,-1022.397367,-338.252961,-213.2323072,-176.4909525,-466.9578664,-927.2294679,-393.4661085,-290.7436767,-421.4344941,-211.427316,-1011.652497,-761.4764328,-1255.923862,-1186.099089,-348.1411225,-1199.852463,-387.0337723,-664.0506295,-625.7014062,-272.5164103,-577.6598582,-833.0889474,-1581.76373,-1303.079514,-1024.258813,-586.2029052
245,-1302.774943,-1005.734009,-735.6714429,-187.0040642,-601.5321417,-268.7350348,-359.8852299,-168.5701883,-301.1579725,-874.5258319,-263.5780825,-369.9259668,-373.884125,-362.5182835,-798.1183915,-287.9481943,-1302.834986,-1327.377865,-351.9843156,-1082.879093,-604.6168914,-121.965893,-347.2356561,-272.6768632,-443.8950217,-711.0777437,-1597.949569,-1214.904335,-782.240361,-560.2223415
246,-1373.415974,-939.8191643,-745.7171334,-425.4708934,-392.0887222,-364.579772,-436.6649751,-254.327785,-365.5542938,-932.8933993,-178.7913765,-392.9062862,-510.2108123,-516.771542,-263.6779414,-563.4045231,-986.7047577,-1272.046548,-236.3592254,-1054.61871,-307.197081,-1353.748237,-659.8905659,-289.7978713,-692.0359358,-809.9894652,-1577.821304,-1201.721709,-1088.746447,-527.1559415
